TIMESTAMP	DIRECTION	DATA
10:12:24	<<		14.1V
10:12:29	>>		0100
10:12:29	<<		NO DATA
10:12:29	>>		010D
10:12:30	<<		NO DATA
10:12:30	>>		010C
10:12:30	<<		NO DATA
10:12:30	>>		010D
10:12:31	<<		NO DATA
10:12:31	>>		ATRV
10:12:31	<<		14.3V
10:12:32	>>		ATRV
10:12:32	<<		14.0V
10:12:32	>>		ATRV
10:12:32	<<		14.0V
10:12:33	>>		ATRV
10:12:33	<<		14.3V
10:12:33	>>		ATRV
10:12:33	<<		14.2V
10:12:33	>>		ATRV
10:12:33	<<		14.3V
10:12:33	>>		ATRV
10:12:33	<<		14.0V
10:12:34	>>		ATRV
10:12:34	<<		14.3V
10:12:34	>>		ATRV
10:12:34	<<		14.0V
10:12:34	>>		ATRV
10:12:34	<<		14.0V
10:12:35	>>		ATRV
10:12:35	<<		14.3V
10:12:35	>>		ATRV
10:12:35	<<		14.3V
10:12:35	>>		ATRV
10:12:35	<<		14.2V
10:12:35	>>		ATRV
10:12:35	<<		14.3V
10:12:36	>>		ATRV
10:12:36	<<		14.3V
10:12:36	>>		ATRV
10:12:36	<<		14.3V
10:12:36	>>		ATRV
10:12:36	<<		14.2V
10:12:40	>>		03
10:12:41	<<		NO DATA
10:12:41	>>		07
10:12:42	<<		NO DATA
10:12:42	>>		0101
10:12:42	<<		NO DATA
10:12:42	>>		020200
10:12:42	<<		NO DATA
10:12:44	>>		03
10:12:44	<<		NO DATA
10:12:46	>>		0101
10:12:46	<<		NO DATA
10:12:48	>>		0101
10:12:49	<<		NO DATA
10:12:49	>>		050101
10:12:49	<<		NO DATA
10:12:49	>>		050201
10:12:50	<<		NO DATA
10:12:50	>>		050701
10:12:50	<<		NO DATA
10:12:50	>>		050801
10:12:51	<<		NO DATA
10:12:51	>>		050901
10:12:51	<<		NO DATA
10:12:51	>>		050102
10:12:52	<<		NO DATA
10:12:52	>>		050202
10:12:52	<<		NO DATA
10:12:52	>>		050702
10:12:53	<<		NO DATA
10:12:53	>>		050802
10:12:53	<<		NO DATA
10:12:53	>>		0601
10:12:54	<<		NO DATA
10:12:59	>>		0100
10:12:59	<<		NO DATA
10:13:04	>>		0100
10:13:04	<<		NO DATA
10:13:09	>>		0100
10:13:10	<<		NO DATA
10:13:15	>>		0100
10:13:15	<<		NO DATA
10:13:16	>>		03
10:13:17	<<		NO DATA
10:13:17	>>		07
10:13:17	<<		NO DATA
10:13:17	>>		0101
10:13:18	<<		NO DATA
10:13:18	>>		020200
10:13:18	<<		NO DATA
10:13:23	>>		0100
10:13:24	<<		NO DATA
10:13:29	>>		0100
10:13:29	<<		NO DATA
10:13:34	>>		0100
10:13:35	<<		NO DATA
10:13:40	>>		0100
10:13:40	<<		NO DATA
10:13:45	>>		0100
10:13:46	<<		NO DATA
10:13:51	>>		0100
10:13:51	<<		NO DATA
10:13:56	>>		0100
10:13:56	<<		NO DATA
10:14:02	>>		0100
10:14:07	<<		NO DATA
10:14:07	>>		0100
10:14:08	<<		NO DATA
10:14:13	>>		0100
10:14:13	<<		NO DATA
10:14:18	>>		0100
10:14:18	<<		NO DATA
10:14:24	>>		0100
10:14:24	<<		NO DATA
10:14:29	>>		0100
10:14:29	<<		NO DATA
10:14:34	>>		0100
10:14:35	<<		NO DATA
10:14:40	>>		0100
10:14:40	<<		NO DATA
10:14:45	>>		0100
10:14:46	<<		NO DATA
10:14:51	>>		0100
10:14:51	<<		NO DATA
10:14:56	>>		0100
10:15:02	<<		NO DATA
10:15:02	>>		0100
10:15:02	<<		NO DATA
10:15:07	>>		0100
10:15:08	<<		NO DATA
10:15:13	>>		0100
10:15:13	<<		NO DATA
10:15:18	>>		0100
10:15:19	<<		NO DATA
10:15:24	>>		0100
10:15:29	<<		NO DATA
10:15:29	>>		0100
10:15:30	<<		NO DATA
10:15:35	>>		0100
10:15:35	<<		NO DATA
10:15:40	>>		0100
10:15:41	<<		NO DATA
10:15:46	>>		0100
10:15:46	<<		NO DATA
10:15:51	>>		0100
10:15:52	<<		NO DATA
10:15:57	>>		0100
10:15:57	<<		NO DATA
10:16:02	>>		0100
10:16:03	<<		NO DATA
10:16:08	>>		0100
10:16:08	<<		NO DATA
10:16:13	>>		0100
10:16:14	<<		NO DATA
10:16:19	>>		0100
10:16:19	<<		NO DATA
10:16:24	>>		0100
10:16:25	<<		NO DATA
10:16:30	>>		0100
10:16:30	<<		NO DATA
10:16:35	>>		0100
10:16:36	<<		NO DATA
10:16:41	>>		0100
10:16:41	<<		NO DATA
10:16:46	>>		0100
10:16:47	<<		NO DATA
10:16:52	>>		0100
10:16:52	<<		NO DATA
10:16:57	>>		0100
10:16:58	<<		NO DATA
10:17:03	>>		0100
10:17:03	<<		NO DATA
10:17:08	>>		0100
10:17:09	<<		NO DATA
10:17:14	>>		0100
10:17:14	<<		NO DATA
10:17:19	>>		0100
10:17:20	<<		NO DATA
10:17:25	>>		0100
10:17:25	<<		NO DATA
10:17:30	>>		0100
10:17:31	<<		NO DATA
10:17:36	>>		0100
10:17:36	<<		NO DATA
10:17:41	>>		0100
10:17:42	<<		NO DATA
10:17:47	>>		0100
10:17:47	<<		NO DATA
10:17:52	>>		0100
10:17:53	<<		NO DATA
10:17:58	>>		0100
10:17:58	<<		NO DATA
10:18:03	>>		0100
10:18:04	<<		NO DATA
10:18:09	>>		0100
10:18:09	<<		NO DATA
10:18:14	>>		0100
10:18:15	<<		NO DATA
10:18:20	>>		0100
10:18:20	<<		NO DATA
10:18:25	>>		0100
10:18:26	<<		NO DATA
10:18:31	>>		0100
10:18:31	<<		NO DATA
10:18:36	>>		0100
10:18:37	<<		NO DATA
10:18:42	>>		0100
10:18:42	<<		NO DATA
10:18:47	>>		0100
10:18:48	<<		NO DATA
10:18:53	>>		0100
10:18:53	<<		NO DATA
10:18:58	>>		0100
10:18:59	<<		NO DATA
10:19:04	>>		0100
10:19:04	<<		NO DATA
10:19:09	>>		0100
10:19:10	<<		NO DATA
10:19:15	>>		0100
10:19:15	<<		NO DATA
10:19:20	>>		0100
10:19:21	<<		NO DATA
10:19:26	>>		0100
10:19:26	<<		NO DATA
10:19:31	>>		0100
10:19:31	<<		NO DATA
10:19:36	>>		0100
10:19:37	<<		NO DATA
10:19:42	>>		0100
10:19:43	<<		NO DATA
10:19:48	>>		0100
10:19:48	<<		NO DATA
10:19:53	>>		0100
10:19:59	<<		NO DATA
10:19:59	>>		0100
10:19:59	<<		NO DATA
10:20:04	>>		0100
10:20:05	<<		NO DATA
10:20:07	>>		03
10:20:07	<<		NO DATA
10:20:08	>>		020200
10:20:08	<<		NO DATA
10:20:13	>>		0100
10:20:14	<<		NO DATA
10:20:19	>>		0100
10:20:19	<<		NO DATA
10:20:24	>>		03
10:20:24	<<		NO DATA
10:20:24	>>		07
10:20:25	<<		NO DATA
10:20:25	>>		0101
10:20:25	<<		NO DATA
10:20:25	>>		020200
10:20:25	<<		NO DATA
10:20:30	>>		03
10:20:31	<<		NO DATA
10:20:31	>>		07
10:20:31	<<		NO DATA
10:20:32	>>		0A
10:20:33	<<		NO DATA
10:20:33	>>		020200
10:20:33	<<		NO DATA
10:20:38	>>		0100
10:20:39	<<		NO DATA
10:20:42	>>		0104
10:20:42	<<		NO DATA
10:20:42	>>		0105
10:20:43	<<		NO DATA
10:20:43	>>		0106
10:20:43	<<		NO DATA
10:20:43	>>		0107
10:20:43	<<		NO DATA
10:20:43	>>		010C
10:20:44	<<		NO DATA
10:20:44	>>		010D
10:20:44	<<		NO DATA
10:20:44	>>		010E
10:20:45	<<		NO DATA
10:20:45	>>		010F
10:20:45	<<		NO DATA
10:20:45	>>		0110
10:20:46	<<		NO DATA
10:20:46	>>		0111
10:20:46	<<		NO DATA
10:20:46	>>		0114
10:20:47	<<		NO DATA
10:20:47	>>		0115
10:20:47	<<		NO DATA
10:20:47	>>		0110
10:20:47	<<		NO DATA
10:20:47	>>		010D
10:20:48	<<		NO DATA
10:20:48	>>		ATRV
10:20:48	<<		12.2V
10:20:53	>>		0100
10:20:54	<<		NO DATA
10:20:58	>>		0104
10:20:59	<<		NO DATA
10:20:59	>>		0105
10:20:59	<<		NO DATA
10:20:59	>>		0106
10:21:00	<<		NO DATA
10:21:00	>>		0107
10:21:00	<<		NO DATA
10:21:00	>>		010C
10:21:01	<<		NO DATA
10:21:01	>>		010D
10:21:01	<<		NO DATA
10:21:01	>>		010E
10:21:01	<<		NO DATA
10:21:01	>>		010F
10:21:02	<<		NO DATA
10:21:02	>>		0110
10:21:02	<<		NO DATA
10:21:02	>>		0111
10:21:03	<<		NO DATA
10:21:03	>>		0114
10:21:03	<<		NO DATA
10:21:03	>>		0115
10:21:04	<<		NO DATA
10:21:04	>>		0110
10:21:04	<<		NO DATA
10:21:04	>>		010D
10:21:05	<<		NO DATA
10:21:05	>>		ATRV
10:21:05	<<		12.1V
10:21:10	>>		0100
10:21:10	<<		NO DATA
10:21:11	>>		0104
10:21:12	<<		NO DATA
10:21:12	>>		0105
10:21:12	<<		NO DATA
10:21:12	>>		0106
10:21:13	<<		NO DATA
10:21:13	>>		0107
10:21:13	<<		NO DATA
10:21:13	>>		010C
10:21:14	<<		NO DATA
10:21:14	>>		010D
10:21:14	<<		NO DATA
10:21:14	>>		010E
10:21:14	<<		NO DATA
10:21:14	>>		010F
10:21:15	<<		NO DATA
10:21:15	>>		0110
10:21:15	<<		NO DATA
10:21:15	>>		0111
10:21:16	<<		NO DATA
10:21:16	>>		0114
10:21:16	<<		NO DATA
10:21:16	>>		0115
10:21:17	<<		NO DATA
10:21:17	>>		0110
10:21:17	<<		NO DATA
10:21:17	>>		010D
10:21:17	<<		NO DATA
10:21:18	>>		ATRV
10:21:18	<<		12.1V
10:21:23	>>		0100
10:21:23	<<		NO DATA
10:21:28	>>		0100
10:21:29	<<		NO DATA
10:21:34	>>		0100
10:21:34	<<		NO DATA
10:21:39	>>		0100
10:21:40	<<		NO DATA
10:21:45	>>		0100
10:21:45	<<		NO DATA
10:21:50	>>		0100
10:21:56	<<		NO DATA
10:21:56	>>		0100
10:21:56	<<		NO DATA
10:22:01	>>		0100
10:22:02	<<		NO DATA
10:22:07	>>		0100
10:22:07	<<		NO DATA
10:22:12	>>		0100
10:22:18	<<		NO DATA
10:22:18	>>		0100
10:22:18	<<		NO DATA
10:22:23	>>		0100
10:22:24	<<		NO DATA
10:22:26	>>		03
10:22:26	<<		NO DATA
10:22:26	>>		07
10:22:26	<<		NO DATA
10:22:26	>>		0101
10:22:27	<<		NO DATA
10:22:27	>>		020200
10:22:27	<<		NO DATA
10:22:32	>>		0100
10:22:33	<<		NO DATA
10:22:33	>>		03
10:22:33	<<		NO DATA
10:22:38	>>		0104
10:22:39	<<		NO DATA
10:22:39	>>		0105
10:22:39	<<		NO DATA
10:22:39	>>		0106
10:22:39	<<		NO DATA
10:22:39	>>		0107
10:22:40	<<		NO DATA
10:22:40	>>		010C
10:22:40	<<		NO DATA
10:22:40	>>		010D
10:22:41	<<		NO DATA
10:22:41	>>		010E
10:22:41	<<		NO DATA
10:22:41	>>		010F
10:22:42	<<		NO DATA
10:22:42	>>		0110
10:22:42	<<		NO DATA
10:22:42	>>		0111
10:22:42	<<		NO DATA
10:22:42	>>		0114
10:22:43	<<		NO DATA
10:22:43	>>		0115
10:22:43	<<		NO DATA
10:22:43	>>		0110
10:22:44	<<		NO DATA
10:22:44	>>		010D
10:22:44	<<		NO DATA
10:22:44	>>		ATRV
10:22:44	<<		12.1V
10:22:49	>>		0100
10:22:50	<<		NO DATA
10:22:55	>>		0100
10:22:55	<<		NO DATA
10:23:00	>>		0100
10:23:06	<<		NO DATA
10:23:06	>>		0100
10:23:06	<<		NO DATA
10:23:11	>>		0100
10:23:12	<<		NO DATA
10:23:17	>>		0100
10:23:17	<<		NO DATA
10:23:22	>>		0100
10:23:23	<<		NO DATA
10:23:28	>>		0100
10:23:28	<<		NO DATA
10:23:33	>>		0100
10:23:34	<<		NO DATA
10:23:39	>>		0100
10:23:39	<<		NO DATA
10:23:44	>>		0100
10:23:45	<<		NO DATA
10:23:50	>>		0100
10:23:50	<<		NO DATA
10:23:55	>>		0100
10:23:56	<<		NO DATA
10:24:01	>>		0100
10:24:01	<<		NO DATA
10:24:06	>>		0100
10:24:07	<<		NO DATA
10:24:12	>>		0100
10:24:12	<<		NO DATA
10:24:17	>>		0100
10:24:18	<<		NO DATA
10:24:23	>>		0100
10:24:28	<<		NO DATA
10:24:28	>>		0100
10:24:34	<<		NO DATA
10:24:34	>>		0100
10:24:34	<<		NO DATA
10:24:39	>>		0100
10:24:40	<<		NO DATA
10:24:45	>>		0100
10:24:45	<<		NO DATA
10:24:50	>>		0100
10:24:51	<<		NO DATA
10:24:56	>>		0100
10:24:56	<<		NO DATA
10:25:01	>>		0100
10:25:02	<<		NO DATA
10:25:04	>>		03
10:25:04	<<		NO DATA
10:25:04	>>		07
10:25:05	<<		NO DATA
10:25:05	>>		0101
10:25:05	<<		NO DATA
10:25:05	>>		020200
10:25:06	<<		NO DATA
10:25:11	>>		0100
10:25:11	<<		NO DATA
10:25:16	>>		0100
10:25:22	<<		NO DATA
10:25:22	>>		0100
10:25:22	<<		NO DATA
10:25:27	>>		0100
10:25:28	<<		NO DATA
10:25:33	>>		0100
10:25:33	<<		NO DATA
10:25:38	>>		0100
10:25:39	<<		NO DATA
10:25:44	>>		0100
10:25:44	<<		NO DATA
10:25:44	>>		03
10:25:45	<<		NO DATA
10:25:50	>>		0100
10:25:50	<<		NO DATA
10:25:55	>>		0100
10:25:56	<<		NO DATA
10:26:01	>>		0100
10:26:01	<<		NO DATA
10:26:06	>>		0100
10:26:06	<<		NO DATA
10:26:07	>>		0601
10:26:07	<<		NO DATA
10:26:12	>>		0100
10:26:13	<<		NO DATA
10:26:14	>>		03
10:26:15	<<		NO DATA
10:26:15	>>		020200
10:26:16	<<		NO DATA
10:26:21	>>		0100
10:26:21	<<		NO DATA
10:26:26	>>		0100
10:26:27	<<		NO DATA
10:26:32	>>		0100
10:26:32	<<		NO DATA
10:26:37	>>		0100
10:26:43	<<		NO DATA
10:26:43	>>		0100
10:26:43	<<		NO DATA
10:26:48	>>		0100
10:26:49	<<		NO DATA
10:26:54	>>		0100
10:26:54	<<		NO DATA
10:26:59	>>		0100
10:27:00	<<		NO DATA
10:27:05	>>		0100
10:27:05	<<		NO DATA
10:27:10	>>		0100
10:27:11	<<		NO DATA
10:27:16	>>		0100
10:27:16	<<		NO DATA
10:27:21	>>		0100
10:27:22	<<		NO DATA
10:27:27	>>		0100
10:27:27	<<		NO DATA
10:27:32	>>		0100
10:27:33	<<		NO DATA
10:27:38	>>		0100
10:27:38	<<		NO DATA
10:27:41	>>		03
10:27:41	<<		NO DATA
10:27:41	>>		07
10:27:42	<<		NO DATA
10:27:42	>>		0101
10:27:42	<<		NO DATA
10:27:42	>>		020200
10:27:42	<<		NO DATA
10:27:47	>>		0100
10:27:48	<<		NO DATA
10:27:53	>>		0100
10:27:58	<<		NO DATA
10:27:58	>>		0100
10:27:59	<<		NO DATA
10:28:04	>>		0100
10:28:04	<<		NO DATA
10:28:09	>>		0100
10:28:10	<<		NO DATA
10:28:15	>>		0100
10:28:15	<<		NO DATA
10:28:20	>>		0100
10:28:21	<<		NO DATA
10:28:26	>>		0100
10:28:26	<<		NO DATA
10:28:31	>>		0100
10:28:32	<<		NO DATA
10:28:37	>>		0100
10:28:40	<<		NO DATA
10:28:40	>>		0902
10:28:40	<<		NO DATA
10:28:40	>>		0904
10:28:41	<<		NO DATA
10:28:41	>>		0906
10:28:41	<<		NO DATA
10:28:46	>>		0100
10:28:47	<<		NO DATA
10:28:52	>>		0100
10:28:52	<<		NO DATA
10:28:57	>>		0100
10:28:58	<<		NO DATA
10:29:03	>>		0100
10:29:03	<<		NO DATA
10:29:08	>>		0100
10:29:09	<<		NO DATA
10:29:14	>>		0100
10:29:14	<<		NO DATA
10:29:19	>>		0100
10:29:20	<<		NO DATA
10:29:25	>>		0100
10:29:25	<<		NO DATA
10:29:30	>>		0100

